,average_price,total_volume,type,year,geography
573,1.67,3408.2,organic,2015,Harrisburg/Scranton
574,1.09,364571.57,conventional,2015,Hartford/Springfield
575,2.37,5223.36,organic,2015,Hartford/Springfield
576,0.7,1180723.02,conventional,2015,Houston
577,1.25,9077.59,organic,2015,Houston
578,0.98,158792.02,conventional,2015,Indianapolis
579,1.68,2086.14,organic,2015,Indianapolis
580,1.21,91840.75,conventional,2015,Jacksonville
581,1.71,2242.67,organic,2015,Jacksonville
582,1.01,318770.67,conventional,2015,Las Vegas
583,1.68,7138.01,organic,2015,Las Vegas
584,0.9,2641032.65,conventional,2015,Los Angeles
585,1.29,46991.12,organic,2015,Los Angeles
586,1.0,87054.02,conventional,2015,Louisville
587,1.61,1438.14,organic,2015,Louisville
588,1.25,348210.5,conventional,2015,Miami/Ft. Lauderdale
589,1.72,2118.66,organic,2015,Miami/Ft. Lauderdale
590,1.06,2734006.98,conventional,2015,Midsouth
591,1.58,64774.28,organic,2015,Midsouth
592,0.94,171749.31,conventional,2015,Nashville
593,1.64,4614.78,organic,2015,Nashville
594,0.93,242065.29,conventional,2015,New Orleans/Mobile
595,1.53,3532.67,organic,2015,New Orleans/Mobile
596,1.11,1658708.73,conventional,2015,New York
597,1.95,22571.11,organic,2015,New York
598,1.09,4457049.41,conventional,2015,Northeast
599,1.85,65898.99,organic,2015,Northeast
600,1.03,363935.24,conventional,2015,Northern New England
601,1.88,7856.82,organic,2015,Northern New England
602,1.23,204396.56,conventional,2015,Orlando
603,1.75,3229.47,organic,2015,Orlando
604,1.09,477875.71,conventional,2015,Philadelphia
605,1.76,4172.75,organic,2015,Philadelphia
606,0.64,1151157.44,conventional,2015,Phoenix/Tucson
607,1.55,12418.02,organic,2015,Phoenix/Tucson
608,1.38,66360.74,conventional,2015,Pittsburgh
609,1.6,2253.42,organic,2015,Pittsburgh
610,0.98,1794543.77,conventional,2015,Plains
611,1.54,46329.16,organic,2015,Plains
612,1.08,447701.68,conventional,2015,Portland
613,1.23,57669.71,organic,2015,Portland
614,1.14,222483.88,conventional,2015,Raleigh/Greensboro
615,1.73,5749.75,organic,2015,Raleigh/Greensboro
616,1.06,212887.85,conventional,2015,Richmond/Norfolk
617,1.55,4719.47,organic,2015,Richmond/Norfolk
618,1.02,145648.4,conventional,2015,Roanoke
619,1.44,5184.57,organic,2015,Roanoke
620,0.98,432572.45,conventional,2015,Sacramento
621,1.5,8676.28,organic,2015,Sacramento
622,0.98,448394.83,conventional,2015,San Diego
623,1.29,15054.25,organic,2015,San Diego
624,0.92,928836.58,conventional,2015,San Francisco
625,1.35,27556.76,organic,2015,San Francisco
626,1.08,488980.65,conventional,2015,Seattle
627,1.4,54484.31,organic,2015,Seattle
628,1.06,282822.72,conventional,2015,South Carolina
629,1.56,6072.82,organic,2015,South Carolina
630,0.73,5900232.15,conventional,2015,South Central
631,1.39,65372.85,organic,2015,South Central
632,1.11,2573973.63,conventional,2015,Southeast
633,1.51,50546.78,organic,2015,Southeast
634,1.03,74139.25,conventional,2015,Spokane
635,1.43,5788.14,organic,2015,Spokane
636,1.09,214718.99,conventional,2015,St. Louis
637,1.89,3707.77,organic,2015,St. Louis
638,1.25,51557.01,conventional,2015,Syracuse
639,1.65,1283.8,organic,2015,Syracuse
640,1.19,236434.37,conventional,2015,Tampa
641,1.65,2953.53,organic,2015,Tampa
642,0.95,32137333.01,conventional,2015,Total U.S.
643,1.48,730874.31,organic,2015,Total U.S.
644,0.89,5949846.14,conventional,2015,West
645,1.4,246616.27,organic,2015,West
646,0.72,811664.36,conventional,2015,West Tex/New Mexico
647,1.66,9271.68,organic,2015,West Tex/New Mexico
648,1.06,41567.62,conventional,2015,Albany
649,1.81,1182.3,organic,2015,Albany
650,1.06,427391.28,conventional,2015,Atlanta
651,1.46,7783.29,organic,2015,Atlanta
652,1.25,637319.34,conventional,2015,Baltimore/Washington
653,1.56,16335.15,organic,2015,Baltimore/Washington
654,1.14,61221.98,conventional,2015,Boise
655,1.62,1308.88,organic,2015,Boise
656,1.2,399883.99,conventional,2015,Boston
657,1.91,2271.95,organic,2015,Boston
658,1.44,100207.14,conventional,2015,Buffalo/Rochester
659,1.65,1269.74,organic,2015,Buffalo/Rochester
660,0.96,5699944.93,conventional,2015,California
661,1.52,116499.36,organic,2015,California
662,1.22,156798.51,conventional,2015,Charlotte
663,1.92,3125.59,organic,2015,Charlotte
664,1.17,726401.24,conventional,2015,Chicago
665,1.81,10575.65,organic,2015,Chicago
666,0.94,169950.37,conventional,2015,Cincinnati/Dayton
667,1.22,10742.08,organic,2015,Cincinnati/Dayton
668,1.05,106663.68,conventional,2015,Columbus
669,1.64,4283.56,organic,2015,Columbus
670,0.77,1020856.87,conventional,2015,Dallas/Ft. Worth
671,1.41,10958.57,organic,2015,Dallas/Ft. Worth
672,1.12,629074.28,conventional,2015,Denver
673,1.44,19660.58,organic,2015,Denver
674,1.16,255597.63,conventional,2015,Detroit
675,1.82,7038.51,organic,2015,Detroit
676,1.21,136761.35,conventional,2015,Grand Rapids
677,1.88,787.72,organic,2015,Grand Rapids
678,1.15,2610004.41,conventional,2015,Great Lakes
679,1.65,58236.29,organic,2015,Great Lakes
680,1.22,187671.77,conventional,2015,Harrisburg/Scranton
681,1.65,4701.71,organic,2015,Harrisburg/Scranton
682,1.39,223170.31,conventional,2015,Hartford/Springfield
683,2.13,2753.92,organic,2015,Hartford/Springfield
684,0.73,1062387.72,conventional,2015,Houston
685,1.29,10569.83,organic,2015,Houston
686,1.3,121767.82,conventional,2015,Indianapolis
687,1.77,1601.74,organic,2015,Indianapolis
688,1.24,105176.25,conventional,2015,Jacksonville
689,1.82,1758.64,organic,2015,Jacksonville
690,1.12,255465.26,conventional,2015,Las Vegas
691,1.79,6259.44,organic,2015,Las Vegas
692,0.83,2926435.94,conventional,2015,Los Angeles
693,1.43,41524.22,organic,2015,Los Angeles
694,1.13,80537.77,conventional,2015,Louisville
695,1.75,1201.07,organic,2015,Louisville
696,1.29,353520.71,conventional,2015,Miami/Ft. Lauderdale
697,1.75,1791.51,organic,2015,Miami/Ft. Lauderdale
698,1.17,2420829.45,conventional,2015,Midsouth
699,1.48,67813.61,organic,2015,Midsouth
700,1.03,153852.03,conventional,2015,Nashville
701,1.11,10581.74,organic,2015,Nashville
702,1.02,230069.01,conventional,2015,New Orleans/Mobile
703,1.48,5151.37,organic,2015,New Orleans/Mobile
704,1.36,997562.44,conventional,2015,New York
705,1.91,25037.76,organic,2015,New York
706,1.29,2983695.9,conventional,2015,Northeast
707,1.84,57627.38,organic,2015,Northeast
708,1.11,288514.78,conventional,2015,Northern New England
709,1.87,7199.17,organic,2015,Northern New England
710,1.26,204812.28,conventional,2015,Orlando
711,1.85,2038.24,organic,2015,Orlando
712,1.34,335173.17,conventional,2015,Philadelphia
713,1.68,5687.19,organic,2015,Philadelphia
714,0.6,1159509.68,conventional,2015,Phoenix/Tucson
715,1.66,10159.47,organic,2015,Phoenix/Tucson
716,1.43,60213.79,conventional,2015,Pittsburgh
717,1.71,1784.02,organic,2015,Pittsburgh
718,1.05,1507821.92,conventional,2015,Plains
719,1.68,39967.69,organic,2015,Plains
720,1.23,363889.04,conventional,2015,Portland
721,1.51,25692.22,organic,2015,Portland
722,1.21,230632.14,conventional,2015,Raleigh/Greensboro
723,1.69,4322.52,organic,2015,Raleigh/Greensboro
724,1.13,207249.74,conventional,2015,Richmond/Norfolk
725,1.59,3487.35,organic,2015,Richmond/Norfolk
726,1.07,136950.98,conventional,2015,Roanoke
727,1.46,4508.41,organic,2015,Roanoke
728,1.13,381041.74,conventional,2015,Sacramento
729,1.63,7436.13,organic,2015,Sacramento
730,0.94,486113.55,conventional,2015,San Diego
731,1.49,12775.39,organic,2015,San Diego
732,1.23,696515.27,conventional,2015,San Francisco
733,1.55,24986.4,organic,2015,San Francisco
734,1.33,352335.1,conventional,2015,Seattle
735,1.59,37469.0,organic,2015,Seattle
736,1.11,278514.05,conventional,2015,South Carolina
737,1.72,3363.2,organic,2015,South Carolina
738,0.8,5204971.91,conventional,2015,South Central
739,1.39,77922.66,organic,2015,South Central
740,1.16,2558563.78,conventional,2015,Southeast
741,1.64,31775.03,organic,2015,Southeast
742,1.24,57869.58,conventional,2015,Spokane
743,1.51,4449.11,organic,2015,Spokane
744,1.23,169118.65,conventional,2015,St. Louis
745,1.82,4234.28,organic,2015,St. Louis
746,1.35,38750.74,conventional,2015,Syracuse
747,1.72,561.1,organic,2015,Syracuse
748,1.21,242478.65,conventional,2015,Tampa
749,1.75,1986.05,organic,2015,Tampa
750,1.03,28012520.93,conventional,2015,Total U.S.
751,1.58,616177.0,organic,2015,Total U.S.
752,0.98,5026688.71,conventional,2015,West
753,1.58,166334.97,organic,2015,West
754,0.78,743066.25,conventional,2015,West Tex/New Mexico
755,1.7,7309.84,organic,2015,West Tex/New Mexico
756,1.07,45675.05,conventional,2015,Albany
757,1.82,1152.33,organic,2015,Albany
758,1.1,431308.56,conventional,2015,Atlanta
759,1.38,10969.92,organic,2015,Atlanta
760,1.11,749845.79,conventional,2015,Baltimore/Washington
761,1.19,23920.36,organic,2015,Baltimore/Washington
762,0.99,76836.1,conventional,2015,Boise
763,1.75,1081.18,organic,2015,Boise
764,1.23,355432.28,conventional,2015,Boston
765,1.74,3325.89,organic,2015,Boston
766,1.41,109546.92,conventional,2015,Buffalo/Rochester
767,1.53,5821.39,organic,2015,Buffalo/Rochester
768,0.96,5951871.32,conventional,2015,California
769,1.41,136421.88,organic,2015,California
770,1.08,201741.43,conventional,2015,Charlotte
771,1.9,3180.29,organic,2015,Charlotte
772,1.18,773078.09,conventional,2015,Chicago
773,1.83,10235.09,organic,2015,Chicago
774,0.93,183072.02,conventional,2015,Cincinnati/Dayton
775,1.23,11254.29,organic,2015,Cincinnati/Dayton
776,1.09,114280.87,conventional,2015,Columbus
777,1.79,3933.81,organic,2015,Columbus
778,0.8,1116600.76,conventional,2015,Dallas/Ft. Worth
779,1.38,15485.45,organic,2015,Dallas/Ft. Worth
780,1.0,899302.8,conventional,2015,Denver
781,1.4,24794.39,organic,2015,Denver
782,1.15,250888.8,conventional,2015,Detroit
783,1.85,7176.69,organic,2015,Detroit
784,1.31,129295.86,conventional,2015,Grand Rapids
785,1.89,950.14,organic,2015,Grand Rapids
786,1.16,2730224.03,conventional,2015,Great Lakes
787,1.68,56569.37,organic,2015,Great Lakes
788,1.2,191040.19,conventional,2015,Harrisburg/Scranton
789,1.68,3400.24,organic,2015,Harrisburg/Scranton
790,1.38,220210.32,conventional,2015,Hartford/Springfield
791,2.38,4834.37,organic,2015,Hartford/Springfield
792,0.82,978807.74,conventional,2015,Houston
793,1.26,10792.32,organic,2015,Houston
794,1.34,127501.04,conventional,2015,Indianapolis
795,1.87,1563.5,organic,2015,Indianapolis
796,1.1,121048.7,conventional,2015,Jacksonville
797,1.77,1863.24,organic,2015,Jacksonville
798,1.16,242732.32,conventional,2015,Las Vegas
799,1.79,7179.44,organic,2015,Las Vegas
800,0.83,2954705.54,conventional,2015,Los Angeles
801,1.36,44972.88,organic,2015,Los Angeles
802,1.01,107443.35,conventional,2015,Louisville
803,1.67,1347.62,organic,2015,Louisville
804,1.24,369819.98,conventional,2015,Miami/Ft. Lauderdale
805,1.92,1386.85,organic,2015,Miami/Ft. Lauderdale
806,1.1,2720346.71,conventional,2015,Midsouth
807,1.4,75957.01,organic,2015,Midsouth
808,1.05,148164.2,conventional,2015,Nashville
809,1.32,9791.87,organic,2015,Nashville
810,0.92,256174.52,conventional,2015,New Orleans/Mobile
811,1.52,3561.9,organic,2015,New Orleans/Mobile
812,1.33,1088977.45,conventional,2015,New York
813,2.21,16620.69,organic,2015,New York
814,1.29,3042447.03,conventional,2015,Northeast
815,1.9,56898.92,organic,2015,Northeast
816,1.13,264118.86,conventional,2015,Northern New England
817,1.82,6267.8,organic,2015,Northern New England
818,1.18,226965.26,conventional,2015,Orlando
819,1.76,2584.79,organic,2015,Orlando
820,1.36,348215.37,conventional,2015,Philadelphia
821,1.75,4341.33,organic,2015,Philadelphia
822,0.63,1163115.49,conventional,2015,Phoenix/Tucson
823,1.59,10924.58,organic,2015,Phoenix/Tucson
824,1.26,70345.39,conventional,2015,Pittsburgh
825,1.71,1860.35,organic,2015,Pittsburgh
826,1.08,1547969.24,conventional,2015,Plains
827,1.66,40390.21,organic,2015,Plains
828,1.11,495032.46,conventional,2015,Portland
829,1.38,28687.98,organic,2015,Portland
830,1.11,258728.48,conventional,2015,Raleigh/Greensboro
831,1.77,3990.91,organic,2015,Raleigh/Greensboro
832,1.1,225830.42,conventional,2015,Richmond/Norfolk
833,1.51,4120.01,organic,2015,Richmond/Norfolk
834,1.09,127855.51,conventional,2015,Roanoke
835,1.36,4664.67,organic,2015,Roanoke
836,1.14,405013.16,conventional,2015,Sacramento
837,1.51,8785.09,organic,2015,Sacramento
838,0.92,516149.11,conventional,2015,San Diego
839,1.44,11764.76,organic,2015,San Diego
840,1.23,776336.17,conventional,2015,San Francisco
841,1.39,37223.45,organic,2015,San Francisco
842,1.11,552036.54,conventional,2015,Seattle
843,1.5,35183.3,organic,2015,Seattle
844,1.02,332918.7,conventional,2015,South Carolina
845,1.69,3614.76,organic,2015,South Carolina
846,0.85,5208272.73,conventional,2015,South Central
847,1.37,81291.05,organic,2015,South Central
848,1.11,2796195.76,conventional,2015,Southeast
849,1.59,37584.04,organic,2015,Southeast
850,1.03,85295.41,conventional,2015,Spokane
851,1.41,4655.86,organic,2015,Spokane
852,1.32,156112.67,conventional,2015,St. Louis
853,1.8,3091.01,organic,2015,St. Louis
854,1.33,42662.65,conventional,2015,Syracuse
855,1.57,1926.71,organic,2015,Syracuse
856,1.12,268415.49,conventional,2015,Tampa
857,1.68,2650.48,organic,2015,Tampa
858,1.02,29936729.76,conventional,2015,Total U.S.
859,1.51,673446.69,organic,2015,Total U.S.
860,0.95,5939402.98,conventional,2015,West
861,1.48,188334.19,organic,2015,West
862,0.85,681409.59,conventional,2015,West Tex/New Mexico
863,1.71,8720.44,organic,2015,West Tex/New Mexico
864,0.99,55595.74,conventional,2015,Albany
865,1.76,1663.35,organic,2015,Albany
866,0.99,512532.44,conventional,2015,Atlanta
867,1.22,16227.56,organic,2015,Atlanta
868,1.16,770115.24,conventional,2015,Baltimore/Washington
869,1.58,15923.18,organic,2015,Baltimore/Washington
870,1.06,75046.37,conventional,2015,Boise
871,1.68,1396.48,organic,2015,Boise
872,1.11,485736.1,conventional,2015,Boston
873,1.85,3024.12,organic,2015,Boston
874,1.43,112363.86,conventional,2015,Buffalo/Rochester
875,1.55,3520.47,organic,2015,Buffalo/Rochester
876,0.84,6700134.25,conventional,2015,California
877,1.15,250298.58,organic,2015,California
878,1.18,176146.34,conventional,2015,Charlotte
879,1.9,3545.33,organic,2015,Charlotte
880,1.09,863391.73,conventional,2015,Chicago
881,1.82,11842.47,organic,2015,Chicago
882,0.89,226951.64,conventional,2015,Cincinnati/Dayton
883,1.24,10963.48,organic,2015,Cincinnati/Dayton
884,1.03,136795.35,conventional,2015,Columbus
885,1.86,4054.67,organic,2015,Columbus
886,0.82,1144032.03,conventional,2015,Dallas/Ft. Worth
887,1.29,17267.84,organic,2015,Dallas/Ft. Worth
888,1.03,670820.5,conventional,2015,Denver
889,1.27,36086.54,organic,2015,Denver
890,0.97,397899.56,conventional,2015,Detroit
891,1.92,7174.35,organic,2015,Detroit
892,0.95,263987.21,conventional,2015,Grand Rapids
893,1.84,849.44,organic,2015,Grand Rapids
894,1.02,3566752.43,conventional,2015,Great Lakes
895,1.69,61260.09,organic,2015,Great Lakes
896,1.07,230913.14,conventional,2015,Harrisburg/Scranton
897,1.74,3063.7,organic,2015,Harrisburg/Scranton
898,1.12,314917.55,conventional,2015,Hartford/Springfield
899,2.17,3050.04,organic,2015,Hartford/Springfield
900,0.87,991328.46,conventional,2015,Houston
901,1.2,11760.53,organic,2015,Houston
902,1.13,169556.49,conventional,2015,Indianapolis
903,1.79,1625.01,organic,2015,Indianapolis
904,1.01,167254.64,conventional,2015,Jacksonville
905,1.75,2076.28,organic,2015,Jacksonville
906,1.05,293036.34,conventional,2015,Las Vegas
907,1.61,7867.61,organic,2015,Las Vegas
908,0.75,3094278.93,conventional,2015,Los Angeles
909,1.14,60244.59,organic,2015,Los Angeles
910,1.02,78626.99,conventional,2015,Louisville
911,1.65,1510.75,organic,2015,Louisville
912,1.01,647014.16,conventional,2015,Miami/Ft. Lauderdale
913,1.75,2035.58,organic,2015,Miami/Ft. Lauderdale
914,1.14,2538981.6,conventional,2015,Midsouth
915,1.61,62339.44,organic,2015,Midsouth
916,0.99,169423.5,conventional,2015,Nashville
917,1.76,4269.61,organic,2015,Nashville
918,1.08,224752.17,conventional,2015,New Orleans/Mobile
919,1.54,2478.78,organic,2015,New Orleans/Mobile
920,1.18,1338129.89,conventional,2015,New York
921,2.0,20787.25,organic,2015,New York
922,1.15,3780455.44,conventional,2015,Northeast
923,1.85,56799.83,organic,2015,Northeast
924,1.05,355677.99,conventional,2015,Northern New England
925,1.82,6940.73,organic,2015,Northern New England
926,1.0,316199.07,conventional,2015,Orlando
927,1.7,3031.46,organic,2015,Orlando
928,1.24,392412.07,conventional,2015,Philadelphia
929,1.83,3448.63,organic,2015,Philadelphia
930,0.7,1031351.33,conventional,2015,Phoenix/Tucson
931,1.37,14618.92,organic,2015,Phoenix/Tucson
932,1.25,65484.37,conventional,2015,Pittsburgh
933,1.63,2224.4,organic,2015,Pittsburgh
934,1.09,1619341.49,conventional,2015,Plains
935,1.7,36993.47,organic,2015,Plains
936,0.94,598755.26,conventional,2015,Portland
937,1.32,30280.67,organic,2015,Portland
938,1.2,216841.43,conventional,2015,Raleigh/Greensboro
939,1.73,5491.23,organic,2015,Raleigh/Greensboro
940,1.13,194798.39,conventional,2015,Richmond/Norfolk
941,1.47,4298.37,organic,2015,Richmond/Norfolk
942,1.11,110991.01,conventional,2015,Roanoke
943,1.33,6110.51,organic,2015,Roanoke
944,1.02,452845.47,conventional,2015,Sacramento
945,1.22,45355.38,organic,2015,Sacramento
946,0.83,572552.24,conventional,2015,San Diego
947,1.09,20407.13,organic,2015,San Diego
948,0.95,1039265.17,conventional,2015,San Francisco
949,1.09,49820.01,organic,2015,San Francisco
950,1.07,613535.33,conventional,2015,Seattle
951,1.71,24530.11,organic,2015,Seattle
952,1.05,337576.71,conventional,2015,South Carolina
953,1.52,4830.76,organic,2015,South Carolina
954,0.87,5314431.93,conventional,2015,South Central
955,1.34,80536.06,organic,2015,South Central
956,1.01,3633174.13,conventional,2015,Southeast
957,1.46,47299.44,organic,2015,Southeast
958,1.03,88304.41,conventional,2015,Spokane
959,1.58,3505.54,organic,2015,Spokane
960,1.24,179277.41,conventional,2015,St. Louis
961,1.85,3534.37,organic,2015,St. Louis
962,1.32,47890.09,conventional,2015,Syracuse
963,1.59,2108.82,organic,2015,Syracuse
964,1.0,373461.94,conventional,2015,Tampa
965,1.63,2901.01,organic,2015,Tampa
966,0.97,32994014.16,conventional,2015,Total U.S.
967,1.4,814484.79,organic,2015,Total U.S.
